customer_id,customer_name,city,total_spent,rental_count,city_spending_rank,percentage_of_city_total,avg_spend_per_rental
13,"KAREN JACKSON",Osmaniye,131.73,27,1,100.00,4.88
285,"MIRIAM MCKINNEY",Otsu,135.74,26,1,100.00,5.22
298,"ERIKA PENA",Oulu,101.74,26,1,100.00,3.91
469,"WESLEY BULL","Ourense (Orense)",177.60,40,1,100.00,4.44
280,"TRACEY BARRETT",Owo,118.73,27,1,100.00,4.40
250,"JO FOWLER",Oyo,73.80,20,1,100.00,3.69
434,"EDDIE TOMLIN",Ozamis,128.73,27,1,100.00,4.77
338,"DENNIS GILMAN",Paarl,114.72,28,1,100.00,4.10
353,"JONATHAN SCARBOROUGH","Pachuca de Soto",72.82,18,1,100.00,4.05
42,"CAROLYN PEREZ","Pak Kret",117.70,30,1,100.00,3.92
268,"NINA SOTO","Palghat (Palakkad)",123.71,29,1,100.00,4.27
542,"LONNIE TIRADO","Pangkal Pinang",94.82,18,1,100.00,5.27
56,"GLORIA COOK",Papeete,135.70,30,1,100.00,4.52
300,"JOHN FARNSWORTH",Parbhani,137.69,31,1,100.00,4.44
95,"PAULA BRYANT",Pathankot,77.82,18,1,100.00,4.32
296,"RAMONA HALE",Patiala,129.70,30,1,100.00,4.32
596,"ENRIQUE FORSYTHE",Patras,96.72,28,1,100.00,3.45
76,"IRENE PRICE",Pavlodar,77.77,23,1,100.00,3.38
116,"VICTORIA GIBSON",Pemalang,111.73,27,1,100.00,4.14
275,"CAROLE BARNETT",Peoria,108.70,30,1,100.00,3.62
180,"STACY CUNNINGHAM",Pereira,98.77,23,1,100.00,4.29
228,"ALLISON STANLEY","Phnom Penh",92.73,27,1,100.00,3.43
169,"ERICA MATTHEWS",Pingxiang,95.78,22,1,100.00,4.35
487,"HECTOR POINDEXTER",Pjatigorsk,119.74,26,1,100.00,4.61
571,"JOHNNIE CHISHOLM",Plock,121.76,24,1,100.00,5.07
126,"ELLEN SIMPSON",Poá,117.72,28,1,100.00,4.20
254,"MAXINE SILVA","Poços de Caldas",116.68,32,1,100.00,3.65
282,"JENNY CASTRO",Ponce,103.73,27,1,100.00,3.84
506,"LESLIE SEWARD",Pontianak,152.65,35,1,100.00,4.36
262,"PATSY DAVIDSON",Portoviejo,119.72,28,1,100.00,4.28
372,"STEVE MACKENZIE",Probolinggo,158.66,34,1,100.00,4.67
421,"LEE HAWKS",Pudukkottai,119.73,27,1,100.00,4.43
135,"JUANITA MASON",Pune,110.70,30,1,100.00,3.69
426,"BRADLEY MOTLEY","Purnea (Purnia)",126.73,27,1,100.00,4.69
524,"JARED ELY",Purwakarta,87.81,19,1,100.00,4.62
157,"DARLENE ROSE",Pyongyang,113.69,31,1,100.00,3.67
134,"EMMA BOYD",Qalyub,94.77,23,1,100.00,4.12
242,"GLENDA FRAZIER",Qinhuangdao,140.68,32,1,100.00,4.40
459,"TOMMY COLLAZO",Qomsheh,186.62,38,1,100.00,4.91
585,"PERRY SWAFFORD",Quilmes,117.76,24,1,100.00,4.91
78,"LORI WOOD","Rae Bareli",141.69,31,1,100.00,4.57
554,"DWAYNE OLVERA",Rajkot,101.78,22,1,100.00,4.63
336,"JOSHUA MARK",Rampur,119.70,30,1,100.00,3.99
464,"JEROME KENYON",Rancagua,73.84,16,1,100.00,4.62
358,"SAMUEL MARLOW",Ranchi,80.79,21,1,100.00,3.85
410,"CURTIS IRBY","Richmond Hill",167.62,38,1,100.00,4.41
74,"DENISE KELLY","Rio Claro",103.73,27,1,100.00,3.84
494,"RAMON CHOATE",Ríobamba,140.69,31,1,100.00,4.54
496,"TYLER WREN",Rizhao,88.79,21,1,100.00,4.23
291,"TONI HOLT",Roanoke,95.77,23,1,100.00,4.16
457,"BILL GAVIN",Rockford,114.72,28,1,100.00,4.10
540,"TYRONE ASHER",Ruse,112.76,24,1,100.00,4.70
407,"DALE RATCLIFF",Rustenburg,112.73,27,1,100.00,4.18
227,"COLLEEN BURTON",Saarbrücken,87.76,24,1,100.00,3.66
11,"LISA ANDERSON",Sagamihara,106.76,24,1,100.00,4.45
62,"JOAN COOPER","Saint Louis",84.77,23,1,100.00,3.69
148,"ELEANOR HUNT",Saint-Denis,216.54,46,1,100.00,4.71
498,"GENE SANBORN",Salala,97.73,27,1,100.00,3.62
273,"PRISCILLA LOWE",Salamanca,157.65,35,1,100.00,4.50
22,"LAURA RODRIGUEZ",Salé,113.78,22,1,100.00,5.17
269,"CASSANDRA WALTERS",Salinas,129.70,30,1,100.00,4.32
266,"NORA HERRERA",Salzburg,118.72,28,1,100.00,4.24
217,"AGNES BISHOP",Sambhal,98.77,23,1,100.00,4.29
2,"PATRICIA JOHNSON","San Bernardino",128.73,27,1,100.00,4.77
418,"JEFF EAST","San Felipe de Puerto Plata",107.70,30,1,100.00,3.59
319,"RONALD WEINER","San Felipe del Progreso",132.70,30,1,100.00,4.42
425,"FRANCIS SIKES","San Juan Bautista Tuxtepec",104.74,26,1,100.00,4.03
345,"CARL ARTIS","San Lorenzo",106.77,23,1,100.00,4.64
243,"LYDIA BURKE","San Miguel de Tucumán",82.76,24,1,100.00,3.45
303,"WILLIAM SATTERFIELD",Sanaa,100.74,26,1,100.00,3.87
178,"MARION SNYDER","Santa Brbara dOeste",194.61,39,1,100.00,4.99
331,"ERIC ROBERT","Santa Fé",122.73,27,1,100.00,4.55
522,"ARNOLD HAVENS","Santa Rosa",167.67,33,1,100.00,5.08
549,"NELSON CHRISTENSON","Santiago de Compostela",77.80,20,1,100.00,3.89
258,"MYRTLE FLEMING","Santiago de los Caballeros",110.76,24,1,100.00,4.62
354,"JUSTIN NGO","Santo André",129.64,36,1,100.00,3.60
546,"KELLY KNOTT",Sanya,103.75,25,1,100.00,4.15
544,"CODY NOLEN","São Bernardo do Campo",98.78,22,1,100.00,4.49
443,"FRANCISCO SKIDMORE","São Leopoldo",98.78,22,1,100.00,4.49
1,"MARY SMITH",Sasebo,118.68,32,1,100.00,3.71
356,"GERALD FULTZ",Satna,121.70,30,1,100.00,4.06
423,"ALFRED CASILLAS",Sawhaj,120.74,26,1,100.00,4.64
567,"ALFREDO MCADAMS",Serpuhov,85.80,20,1,100.00,4.29
185,"ROBERTA HARPER","Shahr-e Kord",84.77,23,1,100.00,3.69
424,"KYLE SPURLOCK",Shanwei,110.70,30,1,100.00,3.69
485,"CLYDE TOBIAS",Shaoguan,115.71,29,1,100.00,3.99
292,"MISTY LAMBERT",Sharja,118.73,27,1,100.00,4.40
378,"EUGENE CULPEPPER",Shenzhen,71.81,19,1,100.00,3.78
25,"DEBORAH WALKER",Shikarpur,115.71,29,1,100.00,3.99
238,"NELLIE GARRETT",Shimoga,94.79,21,1,100.00,4.51
29,"ANGELA HERNANDEZ",Shimonoseki,140.64,36,1,100.00,3.91
68,"NICOLE PETERSON",Shivapuri,94.78,22,1,100.00,4.31
119,"SHERRY MARSHALL","Shubra al-Khayma",153.66,34,1,100.00,4.52
195,"VANESSA SIMS",Siegen,86.81,19,1,100.00,4.57
502,"BRETT CORNWELL","Siliguri (Shiliguri)",138.66,34,1,100.00,4.08
82,"KATHRYN COLEMAN",Simferopol,130.74,26,1,100.00,5.03
87,"WANDA PATTERSON",Sincelejo,145.70,30,1,100.00,4.86
449,"OSCAR AQUINO",Sirjan,99.80,20,1,100.00,4.99
518,"GABRIEL HARDER",Sivas,111.74,26,1,100.00,4.30
176,"JUNE CARROLL",Skikda,173.63,37,1,100.00,4.69
127,"ELAINE STEVENS",Smolensk,107.76,24,1,100.00,4.49
490,"SAM MCDUFFIE",Sogamoso,117.76,24,1,100.00,4.91
562,"WALLACE SLONE",Sokoto,109.75,25,1,100.00,4.39
86,"JACQUELINE LONG",Songkhla,148.67,33,1,100.00,4.51
314,"GEORGE LINTON",Sorocaba,131.67,33,1,100.00,3.99
145,"LUCILLE HOLMES",Soshanguve,108.72,28,1,100.00,3.88
475,"PEDRO CHESTNUT",Šostka,103.76,24,1,100.00,4.32
335,"GREGORY MAULDIN",Sousse,78.77,23,1,100.00,3.42
381,"BOBBY BOUDREAU","South Hill",106.65,35,1,100.00,3.05
583,"MARSHALL THORN",Southampton,117.77,23,1,100.00,5.12
16,"SANDRA MARTIN",Southend-on-Sea,118.72,28,1,100.00,4.24
556,"ARMANDO GRUBER",Southport,83.79,21,1,100.00,3.99
83,"LOUISE JENKINS",Springs,101.75,25,1,100.00,4.07
215,"JESSIE BANKS","Stara Zagora",91.74,26,1,100.00,3.53
146,"JAMIE RICE","Sterling Heights",139.71,29,1,100.00,4.82
477,"DAN PAINE",Stockport,109.78,22,1,100.00,4.99
431,"JOEL FRANCISCO",Sucre,95.77,23,1,100.00,4.16
511,"CHESTER BENNER",Suihua,99.76,24,1,100.00,4.16
597,"FREDDIE DUGGAN",Sullana,99.75,25,1,100.00,3.99
493,"BRENT HARKINS",Sultanbeyli,112.77,23,1,100.00,4.90
334,"RAYMOND MCWHORTER",Sumqayit,135.70,30,1,100.00,4.52
187,"BRITTANY RILEY",Sumy,159.72,28,1,100.00,5.70
306,"CHARLES KOWALSKI","Sungai Petani",138.68,32,1,100.00,4.33
214,"KRISTIN JOHNSTON",Sunnyvale,116.69,31,1,100.00,3.76
450,"JAY ROBB",Surakarta,89.74,26,1,100.00,3.45
428,"HERBERT KRUGER",Syktyvkar,78.80,20,1,100.00,3.94
221,"BESSIE MORRISON",Syrakusa,132.72,28,1,100.00,4.74
592,"TERRANCE ROUSH",Székesfehérvár,111.71,29,1,100.00,3.85
190,"YOLANDA WEAVER",Tabora,110.73,27,1,100.00,4.10
279,"DIANNE SHELTON",Tabriz,135.69,31,1,100.00,4.38
312,"MARK RINEHART",Tabuk,104.74,26,1,100.00,4.03
320,"ANTHONY SCHWAB",Tafuna,71.80,20,1,100.00,3.59
72,"THERESA WATSON",Taguig,99.70,30,1,100.00,3.32
213,"GINA WILLIAMSON",Taizz,111.72,28,1,100.00,3.99
505,"RAFAEL ABNEY",Talavera,97.79,21,1,100.00,4.66
248,"CAROLINE BOWMAN",Tallahassee,50.85,15,1,100.00,3.39
385,"PHILLIP HOLM",Tama,101.74,26,1,100.00,3.91
287,"BECKY MILES",Tambaram,115.71,29,1,100.00,3.99
373,"LOUIS LEONE",Tanauan,161.65,35,1,100.00,4.62
405,"LEONARD SCHOFIELD",Tandil,109.68,32,1,100.00,3.43
21,"MICHELLE CLARK",Tangail,155.65,35,1,100.00,4.45
577,"CLIFTON MALCOLM",Tanshui,117.73,27,1,100.00,4.36
236,"MARCIA DEAN",Tanza,175.58,42,1,100.00,4.18
548,"ALLAN CORNISH",Tarlac,79.81,19,1,100.00,4.20
164,"JOANN GARDNER",Tarsus,66.84,16,1,100.00,4.18
444,"MARCUS HIDALGO",Tartu,115.70,30,1,100.00,3.86
458,"LLOYD DOWD",Tegal,66.81,19,1,100.00,3.52
161,"GERALDINE PERKINS","Tel Aviv-Jaffa",112.70,30,1,100.00,3.76
97,"ANNIE RUSSELL",Tete,58.82,18,1,100.00,3.27
249,"DORA MEDINA",Tianjin,107.77,23,1,100.00,4.69
302,"MICHAEL SILVERMAN",Tiefa,127.71,29,1,100.00,4.40
599,"AUSTIN CINTRON",Tieli,83.81,19,1,100.00,4.41
566,"CASEY MENA",Tokat,141.66,34,1,100.00,4.17
536,"FERNANDO CHURCHILL",Tonghae,117.75,25,1,100.00,4.71
442,"LEROY BUSTAMANTE",Tongliao,118.68,32,1,100.00,3.71
133,"PAULINE HENRY",Torreón,98.73,27,1,100.00,3.66
317,"EDWARD BAUGH",Tórshavn,114.72,28,1,100.00,4.10
139,"AMBER DIXON",Touliu,113.73,27,1,100.00,4.21
104,"RITA GRAHAM",Toulon,92.76,24,1,100.00,3.87
35,"VIRGINIA GREEN",Toulouse,129.68,32,1,100.00,4.05
586,"KIRK STCLAIR",Tsaotun,64.81,19,1,100.00,3.41
350,"JUAN FRALEY",Tšeboksary,73.77,23,1,100.00,3.21
429,"FREDERICK ISBELL",Tsuyama,105.79,21,1,100.00,5.04
261,"DEANNA BYRD",Tuguegarao,107.74,26,1,100.00,4.14
380,"RUSSELL BRINSON",Tychy,136.64,36,1,100.00,3.80
170,"BEATRICE ARNOLD",Udaipur,119.74,26,1,100.00,4.61
525,"ADRIAN CLARY",Udine,74.81,19,1,100.00,3.94
503,"ANGEL BARCLAY",Ueda,115.68,32,1,100.00,3.62
245,"COURTNEY DAY",Uijongbu,132.68,32,1,100.00,4.15
446,"THEODORE CULP",Uluberia,116.69,31,1,100.00,3.76
147,"JOANNE ROBERTSON",Urawa,127.66,34,1,100.00,3.75
454,"ALEX GRESHAM",Uruapan,151.67,33,1,100.00,4.60
204,"ROSEMARY SCHMIDT",Usak,147.65,35,1,100.00,4.22
462,"WARREN SHERROD",Usolje-Sibirskoje,159.67,33,1,100.00,4.84
231,"GEORGIA JACOBS",Uttarpara-Kotrung,110.74,26,1,100.00,4.26
57,"EVELYN MORGAN",Vaduz,114.72,28,1,100.00,4.10
539,"MATHEW BOLIN",Valencia,90.78,22,1,100.00,4.13
290,"KRISTINA CHAMBERS","Valle de la Pascua",109.72,28,1,100.00,3.92
288,"BOBBIE CRAIG","Valle de Santiago",80.76,24,1,100.00,3.37
403,"MIKE WAY",Valparai,166.65,35,1,100.00,4.76
436,"TROY QUIGLEY",Vancouver,144.70,30,1,100.00,4.82
123,"SHANNON FREEMAN","Varanasi (Benares)",100.76,24,1,100.00,4.20
219,"WILLIE HOWELL","Vicente López",101.74,26,1,100.00,3.91
508,"MILTON HOWLAND",Vijayawada,127.75,25,1,100.00,5.11
39,"DEBRA NELSON","Vila Velha",141.71,29,1,100.00,4.89
557,"FELIX GAFFNEY",Vilnius,73.76,24,1,100.00,3.07
523,"HARVEY GUAJARDO",Vinh,93.78,22,1,100.00,4.26
374,"JEREMY HURTADO","Vitória de Santo Antão",103.72,28,1,100.00,3.70
276,"BRANDY GRAVES",Warren,122.72,28,1,100.00,4.38
588,"MARION OCAMPO",Weifang,115.71,29,1,100.00,3.99
201,"VICKI FIELDS",Witten,108.75,25,1,100.00,4.35
558,"JIMMIE EGGLESTON",Wroclaw,135.72,28,1,100.00,4.85
241,"HEIDI LARSON",Xi´angfan,122.66,34,1,100.00,3.61
67,"KELLY TORRES",Xi´angtan,99.78,22,1,100.00,4.54
564,"BOB PFEIFFER",Xintai,91.76,24,1,100.00,3.82
339,"WALTER PERRYMAN",Xinxiang,127.70,30,1,100.00,4.26
12,"NANCY THOMAS","Yamuna Nagar",103.72,28,1,100.00,3.70
513,"DUANE TUBBS",Yangor,148.69,31,1,100.00,4.80
272,"KAY CALDWELL",Yantai,98.80,20,1,100.00,4.94
361,"LAWRENCE LAWTON",Yaoundé,100.69,31,1,100.00,3.25
41,"STEPHANIE MITCHELL",Yerevan,118.75,25,1,100.00,4.75
484,"ROBERTO VU",Yinchuan,139.70,30,1,100.00,4.66
521,"ROLAND SOUTH",Yingkou,80.77,23,1,100.00,3.51
497,"GILBERT SLEDGE",York,129.72,28,1,100.00,4.63
154,"MICHELE GRANT",Yuncheng,130.70,30,1,100.00,4.36
324,"GARY COY",Yuzhou,103.75,25,1,100.00,4.15
93,"PHYLLIS FOSTER",Zalantun,91.77,23,1,100.00,3.99
220,"CHARLENE ALVAREZ",Zanzibar,114.73,27,1,100.00,4.25
514,"FRANKLIN TROUTMAN",Zaoyang,74.78,22,1,100.00,3.40
465,"FLOYD GANDY",Zapopan,69.83,17,1,100.00,4.11
232,"CONSTANCE REID",Zaria,95.75,25,1,100.00,3.83
351,"JACK FOUST",Zeleznogorsk,89.76,24,1,100.00,3.74
573,"BYRON BOX",Zhezqazghan,120.71,29,1,100.00,4.16
550,"GUY BROWNLEE",Zhoushan,159.68,32,1,100.00,4.99
456,"RONNIE RICKETTS",Ziguinchor,100.75,25,1,100.00,4.03
